Temperature,Condition,Humidity,Wind Speed,Barometer,Dewpoint,Visibility,Heat Index,Last update,ZIP Code,City,State,Latitude,Longitude,Vegetation Estimate,Dryness Score,Dryness Level,Wind Chill
77.0,Clear,14.0,17.0,30.14,25.0,10.0,76°F (24°C),05 Apr 06:20 PM PDT,91505,Burbank,California,34.169,-118.3442,Forested/Parkland,6.0,Very Dry,
77.0,Clear,14.0,17.0,30.14,25.0,10.0,76°F (24°C),05 Apr 06:20 PM PDT,91506,Burbank,California,34.1717,-118.3231,Forested/Parkland,6.0,Very Dry,
77.0,Clear,14.0,17.0,30.14,25.0,10.0,76°F (24°C),05 Apr 06:20 PM PDT,91601,North Hollywood,California,34.1687,-118.3713,Forested/Parkland,6.0,Very Dry,
77.0,Clear,14.0,17.0,30.14,25.0,10.0,76°F (24°C),05 Apr 06:20 PM PDT,91602,North Hollywood,California,34.151,-118.3663,Forested/Parkland,6.0,Very Dry,
77.0,Clear,14.0,17.0,30.14,25.0,10.0,76°F (24°C),05 Apr 06:20 PM PDT,91604,Studio City,California,34.143,-118.3913,Forested/Parkland,6.0,Very Dry,
77.0,Clear,14.0,17.0,30.14,25.0,10.0,76°F (24°C),05 Apr 06:20 PM PDT,91605,North Hollywood,California,34.2057,-118.4001,Forested/Parkland,6.0,Very Dry,
77.0,Clear,14.0,17.0,30.14,25.0,10.0,76°F (24°C),05 Apr 06:20 PM PDT,91606,North Hollywood,California,34.1872,-118.3865,Forested/Parkland,6.0,Very Dry,
77.0,Clear,14.0,17.0,30.14,25.0,10.0,76°F (24°C),05 Apr 06:20 PM PDT,91607,Valley Village,California,34.1672,-118.3989,Forested/Parkland,6.0,Very Dry,
77.0,Clear,14.0,17.0,30.14,25.0,10.0,76°F (24°C),05 Apr 06:20 PM PDT,91608,Universal City,California,34.1383,-118.3528,Forested/Parkland,6.0,Very Dry,
72.0,Clear,17.0,12.0,30.16,25.0,10.0,,05 Apr 06:15 PM PDT,91701,Rancho Cucamonga,California,34.1376,-117.5999,Forested/Parkland,6.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91702,Azusa,California,34.1248,-117.9031,Forested/Parkland,5.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91706,Baldwin Park,California,34.0964,-117.9682,Forested/Parkland,5.0,Very Dry,
73.0,Clear,21.0,16.0,30.15,32.0,10.0,,05 Apr 06:20 PM PDT,91708,Chino,California,33.954,-117.6404,Forested/Parkland,6.0,Very Dry,
73.0,Clear,21.0,16.0,30.15,32.0,10.0,,05 Apr 06:20 PM PDT,91709,Chino Hills,California,33.9797,-117.7308,Forested/Parkland,6.0,Very Dry,
73.0,Clear,21.0,16.0,30.15,32.0,10.0,,05 Apr 06:20 PM PDT,91710,Chino,California,34.0125,-117.6844,Forested/Parkland,6.0,Very Dry,
74.0,,19.0,9.0,,29.0,,,05 Apr 05:55 PM PDT,91711,Claremont,California,34.1092,-117.7183,Forested/Parkland,5.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91722,Covina,California,34.0972,-117.9065,Forested/Parkland,5.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91723,Covina,California,34.086,-117.8843,Forested/Parkland,5.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91724,Covina,California,34.0938,-117.856,Forested/Parkland,5.0,Very Dry,
73.0,Clear,18.0,11.0,30.14,28.0,10.0,,05 Apr 06:20 PM PDT,91730,Rancho Cucamonga,California,34.107,-117.5941,Forested/Parkland,6.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91731,El Monte,California,34.0791,-118.0371,Forested/Parkland,5.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91732,El Monte,California,34.0705,-118.0149,Forested/Parkland,5.0,Very Dry,
74.0,,20.0,12.0,,30.0,,,05 Apr 05:57 PM PDT,91733,South El Monte,California,34.0557,-118.0444,Forested/Parkland,6.0,Very Dry,
78.0,,8.0,11.0,,14.0,,77°F (25°C),05 Apr 05:00 PM PDT,91737,Rancho Cucamonga,California,34.1467,-117.5803,Forested/Parkland,6.0,Very Dry,
67.0,,12.0,3.0,,13.0,,,05 Apr 06:15 PM PDT,91739,Rancho Cucamonga,California,34.1705,-117.5182,Forested/Parkland,3.0,Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91740,Glendora,California,34.1287,-117.8552,Forested/Parkland,5.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91741,Glendora,California,34.1537,-117.8437,Forested/Parkland,5.0,Very Dry,
74.0,,20.0,12.0,,30.0,,,05 Apr 05:57 PM PDT,91744,La Puente,California,34.0289,-117.9373,Forested/Parkland,6.0,Very Dry,
74.0,,20.0,12.0,,30.0,,,05 Apr 05:57 PM PDT,91745,Hacienda Heights,California,33.9977,-117.9652,Forested/Parkland,6.0,Very Dry,
74.0,,20.0,12.0,,30.0,,,05 Apr 05:57 PM PDT,91746,La Puente,California,34.0443,-117.9862,Forested/Parkland,6.0,Very Dry,
74.0,,20.0,12.0,,30.0,,,05 Apr 05:57 PM PDT,91748,Rowland Heights,California,33.9818,-117.8969,Forested/Parkland,6.0,Very Dry,
74.0,,19.0,9.0,,29.0,,,05 Apr 05:55 PM PDT,91750,La Verne,California,34.1159,-117.7708,Forested/Parkland,5.0,Very Dry,
73.0,Clear,18.0,11.0,30.14,28.0,10.0,,05 Apr 06:20 PM PDT,91752,Mira Loma,California,33.9938,-117.5236,Forested/Parkland,6.0,Very Dry,
70.0,,30.0,1.0,,37.0,,,05 Apr 06:25 PM PDT,91754,Monterey Park,California,34.0534,-118.1271,Forested/Parkland,3.0,Dry,
70.0,,30.0,1.0,,37.0,,,05 Apr 06:25 PM PDT,91755,Monterey Park,California,34.048,-118.115,Forested/Parkland,3.0,Dry,
74.0,,19.0,9.0,,29.0,,,05 Apr 05:55 PM PDT,91759,Mt Baldy,California,34.2361,-117.6601,Forested/Parkland,5.0,Very Dry,
73.0,Clear,18.0,11.0,30.14,28.0,10.0,,05 Apr 06:20 PM PDT,91761,Ontario,California,34.0316,-117.6187,Forested/Parkland,6.0,Very Dry,
72.0,Clear,17.0,12.0,30.16,25.0,10.0,,05 Apr 06:15 PM PDT,91762,Ontario,California,34.0584,-117.6665,Forested/Parkland,6.0,Very Dry,
72.0,Clear,17.0,12.0,30.16,25.0,10.0,,05 Apr 06:15 PM PDT,91763,Montclair,California,34.0733,-117.6987,Forested/Parkland,6.0,Very Dry,
73.0,Clear,18.0,11.0,30.14,28.0,10.0,,05 Apr 06:20 PM PDT,91764,Ontario,California,34.0763,-117.6254,Forested/Parkland,6.0,Very Dry,
74.0,,19.0,9.0,,29.0,,,05 Apr 05:55 PM PDT,91765,Diamond Bar,California,34.0066,-117.8098,Forested/Parkland,5.0,Very Dry,
74.0,,19.0,9.0,,29.0,,,05 Apr 05:55 PM PDT,91766,Pomona,California,34.0418,-117.7569,Forested/Parkland,5.0,Very Dry,
74.0,,19.0,9.0,,29.0,,,05 Apr 05:55 PM PDT,91767,Pomona,California,34.0812,-117.7362,Forested/Parkland,5.0,Very Dry,
74.0,,19.0,9.0,,29.0,,,05 Apr 05:55 PM PDT,91768,Pomona,California,34.0662,-117.7763,Forested/Parkland,5.0,Very Dry,
74.0,,20.0,12.0,,30.0,,,05 Apr 05:57 PM PDT,91770,Rosemead,California,34.0658,-118.0853,Forested/Parkland,6.0,Very Dry,
74.0,,19.0,9.0,,29.0,,,05 Apr 05:55 PM PDT,91773,San Dimas,California,34.1023,-117.8169,Forested/Parkland,5.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91775,San Gabriel,California,34.1155,-118.0857,Forested/Parkland,5.0,Very Dry,
70.0,,30.0,1.0,,37.0,,,05 Apr 06:25 PM PDT,91776,San Gabriel,California,34.089,-118.0955,Forested/Parkland,3.0,Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91780,Temple City,California,34.1016,-118.0537,Forested/Parkland,5.0,Very Dry,
72.0,Clear,17.0,12.0,30.16,25.0,10.0,,05 Apr 06:15 PM PDT,91784,Upland,California,34.141,-117.6581,Forested/Parkland,6.0,Very Dry,
72.0,Clear,17.0,12.0,30.16,25.0,10.0,,05 Apr 06:15 PM PDT,91786,Upland,California,34.1144,-117.6583,Forested/Parkland,6.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91789,Walnut,California,34.0183,-117.8546,Forested/Parkland,5.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91790,West Covina,California,34.0673,-117.9366,Forested/Parkland,5.0,Very Dry,
75.0,,17.0,7.0,,27.0,,,05 Apr 05:57 PM PDT,91791,West Covina,California,34.0653,-117.8978,Forested/Parkland,5.0,Very Dry,
74.0,,20.0,12.0,,30.0,,,05 Apr 05:57 PM PDT,91792,West Covina,California,34.0229,-117.8975,Forested/Parkland,6.0,Very Dry,
70.0,,30.0,1.0,,37.0,,,05 Apr 06:25 PM PDT,91801,Alhambra,California,34.0914,-118.1293,Forested/Parkland,3.0,Dry,
70.0,,30.0,1.0,,37.0,,,05 Apr 06:25 PM PDT,91803,Alhambra,California,34.0745,-118.1434,Forested/Parkland,3.0,Dry,
66.0,,32.0,0.0,30.36,35.0,,,05 Apr 06:15 PM PDT,91901,Alpine,California,32.8282,-116.7543,Forested/Parkland,3.0,Dry,
68.0,,52.0,2.0,30.15,50.0,,,05 Apr 06:15 PM PDT,91902,Bonita,California,32.6671,-117.0221,Forested/Parkland,0.0,Normal,
62.0,,16.0,6.0,,16.0,,,05 Apr 06:20 PM PDT,91905,Boulevard,California,32.6719,-116.32,Forested/Parkland,3.0,Dry,
62.0,,35.0,6.0,,34.0,,,05 Apr 06:20 PM PDT,91906,Campo,California,32.6605,-116.4905,Forested/Parkland,3.0,Dry,
68.0,,52.0,2.0,30.15,50.0,,,05 Apr 06:15 PM PDT,91910,Chula Vista,California,32.6371,-117.0676,Forested/Parkland,0.0,Normal,
82.0,Clear,26.0,4.0,30.16,45.0,10.0,80°F (27°C),05 Apr 06:20 PM PDT,91911,Chula Vista,California,32.6084,-117.0565,Forested/Parkland,5.0,Very Dry,
82.0,Clear,26.0,4.0,30.16,45.0,10.0,80°F (27°C),05 Apr 06:20 PM PDT,91913,Chula Vista,California,32.6513,-116.9852,Forested/Parkland,5.0,Very Dry,
82.0,Clear,26.0,4.0,30.16,45.0,10.0,80°F (27°C),05 Apr 06:20 PM PDT,91914,Chula Vista,California,32.6587,-116.9652,Forested/Parkland,5.0,Very Dry,
82.0,Clear,26.0,4.0,30.16,45.0,10.0,80°F (27°C),05 Apr 06:20 PM PDT,91915,Chula Vista,California,32.6315,-116.9408,Forested/Parkland,5.0,Very Dry,
63.0,,29.0,5.0,,30.0,,,05 Apr 06:04 PM PDT,91916,Descanso,California,32.873,-116.6027,Forested/Parkland,3.0,Dry,
60.0,,39.0,14.0,,35.0,,,05 Apr 06:14 PM PDT,91917,Dulzura,California,32.6152,-116.7285,Forested/Parkland,4.0,Dry,
58.0,,39.0,0.0,30.21,33.0,,,05 Apr 06:15 PM PDT,91931,Guatay,California,32.8497,-116.5583,Forested/Parkland,3.0,Dry,
68.0,,52.0,2.0,30.15,50.0,,,05 Apr 06:15 PM PDT,91932,Imperial Beach,California,32.5783,-117.1148,Forested/Parkland,0.0,Normal,
64.0,,13.0,6.0,,13.0,,,05 Apr 06:20 PM PDT,91934,Jacumba,California,32.6249,-116.1952,Forested/Parkland,3.0,Dry,
72.0,,27.0,5.0,30.16,36.0,,,05 Apr 06:25 PM PDT,91935,Jamul,California,32.7163,-116.8323,Forested/Parkland,5.0,Very Dry,
70.0,,35.0,0.0,30.11,41.0,,,05 Apr 06:20 PM PDT,91941,La Mesa,California,32.7604,-117.0115,Forested/Parkland,3.0,Dry,
70.0,,35.0,0.0,30.11,41.0,,,05 Apr 06:20 PM PDT,91942,La Mesa,California,32.7835,-117.0189,Forested/Parkland,3.0,Dry,
46.0,,82.0,0.0,30.15,41.0,,,05 Apr 05:30 AM PDT,91945,Lemon Grove,California,32.7332,-117.0326,Forested/Parkland,1.0,Normal,
52.0,,18.0,3.0,,10.0,,,05 Apr 05:52 PM PDT,91948,Mount Laguna,California,32.8676,-116.4206,Forested/Parkland,3.0,Dry,
68.0,,52.0,2.0,30.15,50.0,,,05 Apr 06:15 PM PDT,91950,National City,California,32.6749,-117.0897,Forested/Parkland,0.0,Normal,
58.0,,36.0,5.0,,32.0,,,05 Apr 06:20 PM PDT,91962,Pine Valley,California,32.835,-116.5127,Forested/Parkland,3.0,Dry,
68.0,,27.0,4.0,,33.0,,,05 Apr 05:27 PM PDT,91963,Potrero,California,32.6205,-116.6037,Forested/Parkland,3.0,Dry,
46.0,,82.0,0.0,30.15,41.0,,,05 Apr 05:30 AM PDT,91977,Spring Valley,California,32.724,-116.9976,Forested/Parkland,1.0,Normal,
72.0,,27.0,5.0,30.16,36.0,,,05 Apr 06:25 PM PDT,91978,Spring Valley,California,32.7329,-116.9596,Forested/Parkland,5.0,Very Dry,
68.0,,27.0,4.0,,33.0,,,05 Apr 05:27 PM PDT,91980,Tecate,California,32.5889,-116.6192,Forested/Parkland,3.0,Dry,
70.0,,34.0,0.0,30.13,40.0,,,05 Apr 06:26 PM PDT,92003,Bonsall,California,33.294,-117.1897,Forested/Parkland,3.0,Dry,
79.0,,8.0,7.0,,14.0,,77°F (25°C),05 Apr 06:20 PM PDT,92004,Borrego Springs,California,33.2386,-116.3514,Forested/Parkland,5.0,Very Dry,
64.0,,72.0,2.0,,55.0,,,05 Apr 06:20 PM PDT,92007,Cardiff By The Sea,California,33.023,-117.2745,Forested/Parkland,0.0,Normal,
65.0,,72.0,4.0,,56.0,,,05 Apr 06:20 PM PDT,92008,Carlsbad,California,33.1602,-117.325,Forested/Parkland,0.0,Normal,
66.0,Clear,42.0,4.0,30.14,43.0,10.0,,05 Apr 06:20 PM PDT,92009,Carlsbad,California,33.0954,-117.2619,Forested/Parkland,3.0,Dry,
65.0,,72.0,4.0,,56.0,,,05 Apr 06:20 PM PDT,92010,Carlsbad,California,33.1639,-117.3009,Forested/Parkland,0.0,Normal,
66.0,Clear,42.0,4.0,30.14,43.0,10.0,,05 Apr 06:20 PM PDT,92011,Carlsbad,California,33.1072,-117.2943,Forested/Parkland,3.0,Dry,
66.0,,59.0,4.0,,51.0,,,05 Apr 06:20 PM PDT,92014,Del Mar,California,32.9665,-117.249,Forested/Parkland,0.0,Normal,
72.0,,28.0,2.0,30.04,37.0,,,05 Apr 06:15 PM PDT,92019,El Cajon,California,32.7777,-116.9191,Forested/Parkland,5.0,Very Dry,
72.0,,28.0,2.0,30.04,37.0,,,05 Apr 06:15 PM PDT,92020,El Cajon,California,32.7928,-116.9665,Forested/Parkland,5.0,Very Dry,
72.0,,28.0,2.0,30.04,37.0,,,05 Apr 06:15 PM PDT,92021,El Cajon,California,32.8178,-116.9223,Forested/Parkland,5.0,Very Dry,
67.0,,57.0,4.0,,51.0,,,05 Apr 06:18 PM PDT,92024,Encinitas,California,33.0535,-117.2689,Forested/Parkland,0.0,Normal,
71.0,,26.0,0.0,30.15,34.0,,,05 Apr 06:15 PM PDT,92025,Escondido,California,33.1101,-117.07,Forested/Parkland,5.0,Very Dry,
71.0,,26.0,0.0,30.15,34.0,,,05 Apr 06:15 PM PDT,92026,Escondido,California,33.1605,-117.0978,Forested/Parkland,5.0,Very Dry,
71.0,,26.0,0.0,30.15,34.0,,,05 Apr 06:15 PM PDT,92027,Escondido,California,33.1388,-117.052,Forested/Parkland,5.0,Very Dry,
70.0,Clear,21.0,16.0,30.14,28.0,10.0,,05 Apr 06:35 PM PDT,92028,Fallbrook,California,33.369,-117.229,Forested/Parkland,4.0,Dry,
71.0,,26.0,0.0,30.15,34.0,,,05 Apr 06:15 PM PDT,92029,Escondido,California,33.0895,-117.1128,Forested/Parkland,5.0,Very Dry,
63.0,,20.0,3.0,,21.0,,,05 Apr 05:55 PM PDT,92036,Julian,California,33.0534,-116.5658,Forested/Parkland,3.0,Dry,
66.0,,1.0,0.0,30.15,36.0,,,05 Apr 06:15 PM PDT,92037,La Jolla,California,32.8455,-117.2521,Forested/Parkland,3.0,Dry,
72.0,,28.0,3.0,30.16,37.0,,,05 Apr 06:15 PM PDT,92040,Lakeside,California,32.8562,-116.9201,Forested/Parkland,5.0,Very Dry,
66.0,haze,25.0,12.0,30.13,30.0,6.0,,05 Apr 06:20 PM PDT,92054,Oceanside,California,33.2072,-117.3573,Forested/Parkland,4.0,Dry,
66.0,haze,25.0,12.0,30.13,30.0,6.0,,05 Apr 06:20 PM PDT,92055,Camp Pendleton,California,33.2433,-117.3768,Forested/Parkland,4.0,Dry,
70.0,,34.0,0.0,30.13,40.0,,,05 Apr 06:26 PM PDT,92056,Oceanside,California,33.1968,-117.2831,Forested/Parkland,3.0,Dry,
66.0,haze,25.0,12.0,30.13,30.0,6.0,,05 Apr 06:20 PM PDT,92057,Oceanside,California,33.2407,-117.3025,Forested/Parkland,4.0,Dry,
63.0,,64.0,7.0,30.21,51.0,,,05 Apr 06:15 PM PDT,92058,Oceanside,California,33.1959,-117.3795,Forested/Parkland,0.0,Normal,
74.0,,23.0,4.0,,35.0,,,05 Apr 06:20 PM PDT,92059,Pala,California,33.3777,-117.0717,Forested/Parkland,5.0,Very Dry,
57.0,,18.0,4.0,,14.0,,,05 Apr 06:15 PM PDT,92060,Palomar Mountain,California,33.3228,-116.8786,Forested/Parkland,3.0,Dry,
71.0,,23.0,5.0,,31.0,,,05 Apr 06:20 PM PDT,92061,Pauma Valley,California,33.3063,-116.9596,Forested/Parkland,5.0,Very Dry,
72.0,,26.0,10.0,30.18,35.0,,,05 Apr 06:23 PM PDT,92064,Poway,California,32.9756,-117.0402,Forested/Parkland,5.0,Very Dry,
68.0,Clear,28.0,12.0,30.16,34.0,10.0,,05 Apr 06:15 PM PDT,92065,Ramona,California,33.0293,-116.8535,Forested/Parkland,4.0,Dry,
61.0,,12.0,5.0,,8.0,,,05 Apr 06:07 PM PDT,92066,Ranchita,California,33.21,-116.5167,Forested/Parkland,3.0,Dry,
66.0,,59.0,4.0,,51.0,,,05 Apr 06:20 PM PDT,92067,Rancho Santa Fe,California,33.005,-117.2157,Forested/Parkland,0.0,Normal,
71.0,,32.0,3.0,30.14,40.0,,,05 Apr 06:25 PM PDT,92069,San Marcos,California,33.1444,-117.1697,Forested/Parkland,5.0,Very Dry,
62.0,,34.0,2.0,,33.0,,,05 Apr 06:20 PM PDT,92070,Santa Ysabel,California,33.1476,-116.6963,Forested/Parkland,3.0,Dry,
72.0,,28.0,2.0,30.11,37.0,,,05 Apr 06:15 PM PDT,92071,Santee,California,32.8486,-116.9862,Forested/Parkland,5.0,Very Dry,
64.0,,72.0,2.0,,55.0,,,05 Apr 06:20 PM PDT,92075,Solana Beach,California,32.9937,-117.2598,Forested/Parkland,0.0,Normal,
71.0,,32.0,3.0,30.14,40.0,,,05 Apr 06:25 PM PDT,92078,San Marcos,California,33.1193,-117.185,Forested/Parkland,5.0,Very Dry,
69.0,,41.0,1.0,30.14,44.0,,,05 Apr 06:15 PM PDT,92081,Vista,California,33.1644,-117.2403,Forested/Parkland,3.0,Dry,
70.0,,20.0,3.0,,27.0,,,05 Apr 06:14 PM PDT,92082,Valley Center,California,33.249,-117.0122,Forested/Parkland,3.0,Dry,
70.0,,34.0,0.0,30.13,40.0,,,05 Apr 06:26 PM PDT,92083,Vista,California,33.1978,-117.2482,Forested/Parkland,3.0,Dry,
70.0,,34.0,0.0,30.13,40.0,,,05 Apr 06:26 PM PDT,92084,Vista,California,33.2131,-117.2243,Forested/Parkland,3.0,Dry,
62.0,,31.0,14.0,,32.0,,,05 Apr 06:20 PM PDT,92086,Warner Springs,California,33.3096,-116.6527,Forested/Parkland,4.0,Dry,
72.0,,26.0,10.0,30.18,35.0,,,05 Apr 06:23 PM PDT,92091,Rancho Santa Fe,California,32.9623,-117.0462,Forested/Parkland,5.0,Very Dry,
66.0,,1.0,0.0,30.15,36.0,,,05 Apr 06:15 PM PDT,92092,La Jolla,California,32.8473,-117.2742,Forested/Parkland,3.0,Dry,
66.0,,1.0,0.0,30.15,36.0,,,05 Apr 06:15 PM PDT,92093,La Jolla,California,32.8473,-117.2742,Forested/Parkland,3.0,Dry,
71.0,,32.0,3.0,30.14,40.0,,,05 Apr 06:25 PM PDT,92096,San Marcos,California,33.1434,-117.1661,Forested/Parkland,5.0,Very Dry,
66.0,Clear,59.0,0.0,30.17,52.0,10.0,,05 Apr 06:20 PM PDT,92101,San Diego,California,32.7185,-117.1593,Forested/Parkland,0.0,Normal,
68.0,,52.0,2.0,30.15,50.0,,,05 Apr 06:15 PM PDT,92102,San Diego,California,32.7139,-117.1219,Forested/Parkland,0.0,Normal,
68.0,,56.0,0.0,30.15,52.0,,,05 Apr 06:15 PM PDT,92103,San Diego,California,32.7466,-117.1636,Forested/Parkland,0.0,Normal,
68.0,,56.0,0.0,30.15,52.0,,,05 Apr 06:15 PM PDT,92104,San Diego,California,32.7454,-117.1272,Forested/Parkland,0.0,Normal,
68.0,,56.0,0.0,30.15,52.0,,,05 Apr 06:15 PM PDT,92105,San Diego,California,32.7423,-117.0947,Forested/Parkland,0.0,Normal,
66.0,,68.0,5.0,30.14,55.0,,,05 Apr 06:15 PM PDT,92106,San Diego,California,32.7272,-117.2268,Forested/Parkland,0.0,Normal,
66.0,,68.0,5.0,30.14,55.0,,,05 Apr 06:15 PM PDT,92107,San Diego,California,32.7425,-117.2433,Forested/Parkland,0.0,Normal,
68.0,,41.0,2.0,,44.0,,,05 Apr 06:20 PM PDT,92108,San Diego,California,32.7783,-117.1335,Forested/Parkland,3.0,Dry,
68.0,,40.0,8.0,,43.0,,,05 Apr 06:20 PM PDT,92109,San Diego,California,32.7969,-117.2405,Forested/Parkland,3.0,Dry,
66.0,Clear,59.0,0.0,30.17,52.0,10.0,,05 Apr 06:20 PM PDT,92110,San Diego,California,32.7635,-117.2028,Forested/Parkland,0.0,Normal,
68.0,,41.0,2.0,,44.0,,,05 Apr 06:20 PM PDT,92111,San Diego,California,32.7972,-117.1708,Forested/Parkland,3.0,Dry,
68.0,,52.0,2.0,30.15,50.0,,,05 Apr 06:15 PM PDT,92113,San Diego,California,32.697,-117.1153,Forested/Parkland,0.0,Normal,
46.0,,82.0,0.0,30.15,41.0,,,05 Apr 05:30 AM PDT,92114,San Diego,California,32.7059,-117.0524,Forested/Parkland,1.0,Normal,
46.0,,82.0,0.0,30.15,41.0,,,05 Apr 05:30 AM PDT,92115,San Diego,California,32.7607,-117.0721,Forested/Parkland,1.0,Normal,
68.0,,41.0,2.0,,44.0,,,05 Apr 06:20 PM PDT,92116,San Diego,California,32.7624,-117.1242,Forested/Parkland,3.0,Dry,
68.0,,40.0,8.0,,43.0,,,05 Apr 06:20 PM PDT,92117,San Diego,California,32.8239,-117.1965,Forested/Parkland,3.0,Dry,
66.0,Clear,59.0,0.0,30.17,52.0,10.0,,05 Apr 06:20 PM PDT,92118,Coronado,California,32.6807,-117.1698,Forested/Parkland,0.0,Normal,
70.0,,35.0,0.0,30.11,41.0,,,05 Apr 06:20 PM PDT,92119,San Diego,California,32.8036,-117.0261,Forested/Parkland,3.0,Dry,
70.0,,35.0,0.0,30.11,41.0,,,05 Apr 06:20 PM PDT,92120,San Diego,California,32.7958,-117.0707,Forested/Parkland,3.0,Dry,
66.0,,1.0,0.0,30.15,36.0,,,05 Apr 06:15 PM PDT,92121,San Diego,California,32.8919,-117.2035,Forested/Parkland,3.0,Dry,
66.0,,1.0,0.0,30.15,36.0,,,05 Apr 06:15 PM PDT,92122,San Diego,California,32.8577,-117.2115,Forested/Parkland,3.0,Dry,
68.0,,41.0,2.0,,44.0,,,05 Apr 06:20 PM PDT,92123,San Diego,California,32.7973,-117.1392,Forested/Parkland,3.0,Dry,
70.0,Clear,35.0,5.0,30.15,41.0,10.0,,05 Apr 06:20 PM PDT,92124,San Diego,California,32.8201,-117.0986,Forested/Parkland,3.0,Dry,
70.0,,37.0,2.0,30.13,42.0,,,05 Apr 06:21 PM PDT,92126,San Diego,California,32.9161,-117.1402,Forested/Parkland,3.0,Dry,
71.0,,30.0,3.0,30.15,38.0,,,05 Apr 06:15 PM PDT,92127,San Diego,California,33.0279,-117.0856,Forested/Parkland,5.0,Very Dry,
71.0,,30.0,3.0,30.15,38.0,,,05 Apr 06:15 PM PDT,92128,San Diego,California,33.0067,-117.069,Forested/Parkland,5.0,Very Dry,
70.0,,37.0,2.0,30.13,42.0,,,05 Apr 06:21 PM PDT,92129,San Diego,California,32.9652,-117.1213,Forested/Parkland,3.0,Dry,
66.0,,59.0,4.0,,51.0,,,05 Apr 06:20 PM PDT,92130,San Diego,California,32.9555,-117.2252,Forested/Parkland,0.0,Normal,
69.0,,26.0,13.0,,33.0,,,05 Apr 06:10 PM PDT,92131,San Diego,California,32.9123,-117.0898,Forested/Parkland,4.0,Dry,
,,,,,,,,,92132,San Diego,California,32.6437,-117.1384,Forested/Parkland,,Normal,
66.0,Clear,59.0,0.0,30.17,52.0,10.0,,05 Apr 06:20 PM PDT,92134,San Diego,California,32.7242,-117.1466,Forested/Parkland,0.0,Normal,
66.0,Clear,59.0,0.0,30.17,52.0,10.0,,05 Apr 06:20 PM PDT,92135,San Diego,California,32.7153,-117.1573,Forested/Parkland,0.0,Normal,
68.0,,52.0,2.0,30.15,50.0,,,05 Apr 06:15 PM PDT,92136,San Diego,California,32.6834,-117.1219,Forested/Parkland,0.0,Normal,
68.0,,52.0,2.0,30.15,50.0,,,05 Apr 06:15 PM PDT,92139,San Diego,California,32.6806,-117.0474,Forested/Parkland,0.0,Normal,
66.0,Clear,59.0,0.0,30.17,52.0,10.0,,05 Apr 06:20 PM PDT,92140,San Diego,California,32.7434,-117.2004,Forested/Parkland,0.0,Normal,
69.0,,26.0,13.0,,33.0,,,05 Apr 06:10 PM PDT,92145,San Diego,California,32.8891,-117.1005,Forested/Parkland,4.0,Dry,
66.0,Clear,59.0,0.0,30.17,52.0,10.0,,05 Apr 06:20 PM PDT,92147,San Diego,California,32.7153,-117.1573,Forested/Parkland,0.0,Normal,
82.0,Clear,26.0,4.0,30.16,45.0,10.0,80°F (27°C),05 Apr 06:20 PM PDT,92154,San Diego,California,32.5753,-117.0707,Forested/Parkland,5.0,Very Dry,
68.0,,52.0,2.0,30.15,50.0,,,05 Apr 06:15 PM PDT,92155,San Diego,California,32.6716,-117.1657,Forested/Parkland,0.0,Normal,
66.0,,1.0,0.0,30.15,36.0,,,05 Apr 06:15 PM PDT,92161,San Diego,California,32.8718,-117.2291,Forested/Parkland,3.0,Dry,
82.0,Clear,26.0,4.0,30.16,45.0,10.0,80°F (27°C),05 Apr 06:20 PM PDT,92173,San Ysidro,California,32.5626,-117.043,Forested/Parkland,5.0,Very Dry,
66.0,Clear,59.0,0.0,30.17,52.0,10.0,,05 Apr 06:20 PM PDT,92179,San Diego,California,32.7153,-117.1573,Forested/Parkland,0.0,Normal,
68.0,,41.0,2.0,,44.0,,,05 Apr 06:20 PM PDT,92182,San Diego,California,32.7751,-117.0762,Forested/Parkland,3.0,Dry,
,,,,30.08,,,,,92201,Indio,California,33.7207,-116.2168,Forested/Parkland,,Normal,
80.0,,7.0,11.0,30.06,11.0,,78°F (26°C),05 Apr 06:20 PM PDT,92203,Indio,California,33.7532,-116.2676,Forested/Parkland,6.0,Very Dry,
